date,mean_forecast
2023-07-29,82.08974
2023-07-30,82.12082
2023-07-31,82.22139
2023-08-01,82.26875
2023-08-02,82.28211
2023-08-03,82.248985
2023-08-04,82.27483
2023-08-05,82.334694
2023-08-06,82.31865
2023-08-07,82.2909
