date,mean_forecast
2023-07-29,82.06983
2023-07-30,82.136925
2023-07-31,81.63397
2023-08-01,82.058975
2023-08-02,81.90874
2023-08-03,81.852394
2023-08-04,81.80412
2023-08-05,82.01407
2023-08-06,82.306496
2023-08-07,81.87434
